timestamp,src_ip,dst_ip,dst_port,protocol,action,user,status,message
2026-09-10T09:18:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:18:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:19:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:19:30Z,10.0.0.24,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:19:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:19:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:20:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:20:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:20:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:21:00Z,10.0.0.25,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:21:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:21:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:21:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:21:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:22:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:22:30Z,10.0.0.21,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:22:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:22:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:23:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:23:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:23:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:24:00Z,10.0.0.22,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:24:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:24:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:24:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:24:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:25:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:25:30Z,10.0.0.23,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:25:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:25:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:26:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:26:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:26:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:27:00Z,10.0.0.24,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:27:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:27:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:27:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:27:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:28:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:28:30Z,10.0.0.25,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:28:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:28:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:29:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:29:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:29:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:30:00Z,10.0.0.21,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:30:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:30:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:30:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:30:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:31:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:31:30Z,10.0.0.22,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:31:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:31:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:32:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:32:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:32:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:33:00Z,10.0.0.23,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:33:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:33:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:33:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:33:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:34:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:34:30Z,10.0.0.24,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:34:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:34:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:35:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:35:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:35:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:36:00Z,10.0.0.25,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:36:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:36:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:36:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:36:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:37:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:37:30Z,10.0.0.21,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:37:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:37:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:38:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:38:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:38:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:39:00Z,10.0.0.22,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:39:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:39:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:39:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:39:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:40:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:40:30Z,10.0.0.23,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:40:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:40:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:41:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:41:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:41:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:42:00Z,10.0.0.24,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:42:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:42:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:42:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:42:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:43:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:43:30Z,10.0.0.25,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:43:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:43:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:44:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:44:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:44:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:45:00Z,10.0.0.21,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:45:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:45:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:45:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:45:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:46:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:46:30Z,10.0.0.22,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:46:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:46:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:47:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:47:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:47:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:48:00Z,10.0.0.23,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:48:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:48:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:48:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:48:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:49:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:49:30Z,10.0.0.24,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:49:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:49:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:50:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:50:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:50:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:51:00Z,10.0.0.25,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:51:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:51:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:51:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:51:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:52:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:52:30Z,10.0.0.21,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:52:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:52:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:53:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:53:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:53:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:54:00Z,10.0.0.22,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:54:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:54:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:54:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:54:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:55:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:55:30Z,10.0.0.23,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:55:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:55:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:56:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:56:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:56:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:57:00Z,10.0.0.24,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:57:00Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:57:18Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:57:36Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:57:54Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:58:12Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:58:30Z,10.0.0.25,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T09:58:30Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:58:48Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:59:06Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:59:24Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T09:59:42Z,10.0.0.77,10.0.0.9,9200,TCP,allow,-,200,Elasticsearch health probe
2026-09-10T10:00:00Z,10.0.0.21,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T10:01:30Z,10.0.0.22,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T10:03:00Z,10.0.0.23,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T10:04:30Z,10.0.0.24,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T10:06:00Z,10.0.0.25,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T10:07:30Z,10.0.0.21,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T10:09:00Z,10.0.0.22,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
2026-09-10T10:10:30Z,10.0.0.23,10.0.0.5,443,TCP,allow,-,200,TLS connection to corporate web app
